target,pose_rank,affinity,cnnscore,minimizedAffinity,file
5HT2B_4IB4,76,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,77,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,78,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,79,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,80,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,81,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,82,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,83,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,84,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,85,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,86,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,87,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,88,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,89,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,90,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,91,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,92,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,93,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,94,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,95,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,96,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,97,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,98,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,99,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,100,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,101,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,102,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,103,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,104,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,105,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,106,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,107,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,108,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,109,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,110,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,111,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,112,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,113,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,114,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,115,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,116,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,117,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,118,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,119,,,,data/results/dock_5HT2B_4IB4/poses.sdf
5HT2B_4IB4,120,,,,data/results/dock_5HT2B_4IB4/poses.sdf
